fdc_id	g	ml	desc	comment
170344	121.00	  0.00	breast, bone and skin removed	
170345	 41.00	  0.00	drumstick, bone and skin removed	
170345	 57.00	  0.00	drumstick, without skin	
170346	135.00	  0.00	thigh, with skin	
170346	 86.00	  0.00	thigh, without skin	
170346	 60.00	  0.00	thigh, bone and skin removed	
170347	 60.00	  0.00	wing, with skin	
170347	 39.00	  0.00	wing, without skin	
170347	 23.00	  0.00	wing, bone and skin removed	
170348	212.00	  0.00	breast, with skin	
170348	140.00	  0.00	breast, without skin	
170348	121.00	  0.00	breast, bone and skin removed	
170349	 81.00	  0.00	drumstick, with skin	
170349	 57.00	  0.00	drumstick, without skin	
170349	 41.00	  0.00	drumstick, bone and skin removed	
170351	 83.00	  0.00	thigh thigh without skin	
170351	 54.00	  0.00	thigh bone and skin removed	
170352	 16.00	  0.00	wing without skin, bone and breading	
170353	194.00	  0.00	breast, with skin	
170353	132.00	  0.00	breast, without skin	
170353	 99.00	  0.00	breast, bone and skin removed	
170354	 76.00	  0.00	drumstick, with skin	
170354	 59.00	  0.00	drumstick, without skin	
170354	 44.00	  0.00	drumstick, bone and skin removed	
170355	149.00	  0.00	item	
170356	142.00	  0.00	breast without skin	
170356	107.00	  0.00	breast bone and skin removed	
170357	 40.00	  0.00	drumstick, bone and skin removed	
170357	 56.00	  0.00	drumstick, drumstick without skin	
170358	 84.00	  0.00	thigh without skin	
170358	 66.00	  0.00	thigh bone and skin removed	
170359	136.00	  0.00	thigh with skin	
170359	 84.00	  0.00	thigh without skin	
170359	 66.00	  0.00	thigh bone and skin removed	
170360	 58.00	  0.00	wing, with skin	
170360	 37.00	  0.00	wing, without skin	
170360	 20.00	  0.00	wing, bone and skin removed	
170361	164.00	  0.00	slice 1/4 of pie	
170361	688.00	  0.00	pie 12" diameter	
170362	183.00	  0.00	slice 1/4 of pie	
170362	729.00	  0.00	pie 12" diameter	
170363	227.00	  0.00	slice 1/4 of pie	
170363	876.00	  0.00	pie 12" diameter	
170364	155.00	  0.00	slice 1/4 of pie	
170364	595.00	  0.00	pie 24.8 oz	
170365	127.00	  0.00	slice	
170365	1017.00	  0.00	pizza	
170366	 88.00	  0.00	slice	
170366	670.00	  0.00	pizza	
170367	116.00	  0.00	slice	
170367	932.00	  0.00	pizza	
170368	230.00	  0.00	sandwich	
170369	 80.00	  0.00	slice	
170369	634.00	  0.00	pizza	
170370	 79.00	  0.00	slice	
170370	563.00	  0.00	pizza	
170371	 78.00	  0.00	slice	
170371	597.00	  0.00	pizza	
170372	125.00	  0.00	slice	
170372	1003.00	  0.00	pizza	
170373	 69.00	  0.00	slice	
170373	556.00	  0.00	pie	
170374	162.00	  0.00	sandwich	
170375	 38.00	236.60		
170375	 32.00	  0.00	leaf	
170375	 19.00	118.30		1" pieces
170376	144.00	236.60		1" pieces
170376	 72.00	118.30		1" pieces
170377	109.00	236.60		
170377	  8.00	  0.00	broadbean	
170379	 91.00	236.60	chopped	
170379	608.00	  0.00	bunch	
170379	 31.00	  0.00	spear	about 5" long
170379	151.00	  0.00	stalk	
170379	 44.00	118.30	chopped or diced	
170379	148.00	  0.00	NLEA serving	
170380	 92.00	118.30		
170380	250.00	  0.00	package yields	10 oz
170381	 40.00	236.60	chopped	
170381	 19.00	  0.00	stalk	
170382	 85.00	  0.00	NLEA serving	
170382	437.00	  0.00	bunch cooked	
170383	 88.00	236.60		
170383	 19.00	  0.00	sprout	
170384	125.00	236.60		1" pieces
170384	166.00	  0.00	root	
170385	 94.00	236.60		
170385	  5.00	  0.00	petiole	
170387	124.00	236.60	chopped	
170387	 45.00	  0.00	3x stalks	
170388	 70.00	236.60	shredded	
170389	145.00	236.60	shredded	
170390	 70.00	236.60	shredded	
170390	840.00	  0.00	head	
170390	 14.00	  0.00	leaf	
170391	170.00	236.60	shredded	
170392	150.00	236.60		
170393	128.00	236.60	chopped	
170393	110.00	236.60	grated	
170393	122.00	236.60	strips or slices	
170393	 72.00	  0.00	large	7-1/4" to 8-/1/2" long
170393	 61.00	  0.00	medium	
170393	 50.00	  0.00	small	5-1/2" long
170393	  3.00	  0.00	slice	
170393	  7.00	  0.00	strip large	3" long
170393	  4.00	  0.00	strip medium	
170394	  9.70	 14.79		
170394	 78.00	118.30	slices	
170394	 46.00	  0.00	carrot	
170395	123.00	118.30	slices	
170395	454.00	  0.00	can	303 x 406
170396	146.00	236.60	sliced	
170396	228.00	236.60	mashed	
170396	  2.80	  0.00	slice	
170396	284.00	  0.00	can	303 x 406
170397	 62.00	118.30		1" pieces
170397	 54.00	  0.00	3x flowerets	
170398	 66.00	118.30		1" pieces
170398	284.00	  0.00	package	10 oz
170399	180.00	236.60		1" pieces
170400	156.00	236.60		
170401	175.00	236.60	chopped	
170402	132.00	236.60		1" pieces
170402	203.00	  0.00	chayote	5-3/4"
170403	160.00	236.60		1" pieces
170404	 53.00	  0.00	head	
170404	 45.00	118.30		
170405	100.00	236.60		1" pieces
170406	 36.00	236.60	chopped	
170407	190.00	236.60	chopped	
170408	 95.00	  0.00	0.33x package	10 oz
170408	284.00	  0.00	package	10 oz
170408	1361.00	  0.00	package	3 lb
170409	256.00	236.60		
170409	482.00	  0.00	can	303 x 406
170410	 95.00	  0.00	0.33x package	10 oz
170410	284.00	  0.00	package	10 oz
170411	 15.00	 14.79	chopped	
170411	105.00	118.30	chopped or diced	
170412	 95.00	  0.00	0.33x package	10 oz
170412	284.00	  0.00	package	10 oz
170413	210.00	236.60		
170414	 85.00	  0.00	6x rings	
170414	454.00	  0.00	package	16 oz
170414	255.00	  0.00	package	9 oz
170415	 48.00	236.60		
170415	 71.00	  0.00	10x rings, large	3-4" dia
170415	 60.00	  0.00	10x rings, medium	2-3" dia
170415	 48.00	  0.00	10x rings, small	1-2" dia
170416	 60.00	236.60	chopped	
170416	  3.80	 14.79		
170416	 10.00	  0.00	10x sprigs	
170417	133.00	236.60	slices	
170418	160.00	236.60		
170418	253.00	  0.00	package yields	10 oz
170419	145.00	236.60		
170420	160.00	236.60		
170421	124.00	118.30		
170421	482.00	  0.00	can	303 x 406
170422	120.00	236.60		
170424	255.00	236.60		
170425	 70.00	118.30		
170425	284.00	  0.00	package	10 oz
170426	 73.00	  0.00	pepper	
170426	 68.00	118.30	chopped or diced	
170427	149.00	236.60	chopped	
170427	 92.00	236.60	sliced	
170427	  9.30	 14.79		
170427	164.00	  0.00	large	2-1/4 per lb, approx 3-3/4" long, 3" dia
170427	119.00	  0.00	medium	approx 2-3/4" long, 2-1/2" dia
170427	 10.00	  0.00	ring	3" dia, 1/4" thick
170427	 74.00	  0.00	small	
170427	 27.00	  0.00	10x strips	
170428	135.00	236.60	chopped or strips	
170428	 11.60	 14.79	chopped	
170429	140.00	236.60	halves	
170430	153.00	236.60		
170431	240.00	236.60		
170432	160.00	236.60		
170433	165.00	236.60		
170433	 10.00	 14.79		
170434	299.00	  0.00	potato large	3" to 4-1/4" dia
170434	173.00	  0.00	potato medium	2-1/4" to 3-1/4" dia
170434	138.00	  0.00	potato small	1-3/4" to 2-1/2" dia
170435	299.00	  0.00	potato large (3" to 4-1/4" dia.	
170435	173.00	  0.00	potato medium	2-1/4" to 3-1/4" dia.
170435	138.00	  0.00	potato small	1-3/4" to 2-1/2" dia.
170436	 82.00	  0.00	10x strip	
170437	 69.00	  0.00	10x strip	
170438	 78.00	118.30		
170438	136.00	  0.00	potato	2-1/2" dia, sphere
170439	 34.00	  0.00	skin	
170440	 78.00	118.30		
170440	300.00	  0.00	large	3" to 4-1/4" dia.
170440	167.00	  0.00	medium	2-1/4" to 3-1/4" dia.
170440	125.00	  0.00	small	1-3/4" to 2-1/2" dia.
170441	 78.00	118.30		
170441	156.00	  0.00	potato	2-1/3" x 4-3/4"
170442	245.00	236.60		
170443	300.00	236.60	whole	
170443	454.00	  0.00	can	303 x 406
170444	180.00	236.60		
170444	 35.00	  0.00	potato	
170445	 60.00	236.60		
170446	210.00	236.60		
170447	 26.00	  0.00	0.16x package	5.5 oz
170447	156.00	  0.00	package	5.5 oz
170448	137.00	  0.00	0.16x package yields	5.5 oz
170448	822.00	  0.00	package yield, 5.5 oz	
170449	 26.00	  0.00	0.16x package	5.5 oz
170449	156.00	  0.00	package	5.5 oz
170450	245.00	236.60		unprepared
170450	137.00	  0.00	0.16x package yields	5.5 oz
170450	822.00	  0.00	package yield, 5.5 oz	
170451	 30.00	  0.00	10x strip	
170452	 21.00	  0.00	10x strip	
170455	137.00	236.60	slices	
170456	180.00	236.60		
170456	182.00	  0.00	large	
170456	123.00	  0.00	medium	
170456	 20.00	  0.00	slice or wedge	
170456	 91.00	  0.00	small	
170457	149.00	236.60	cherry tomatoes	
170457	180.00	236.60	chopped or sliced	
170457	 62.00	  0.00	Italian tomato	
170457	 17.00	  0.00	cherry	
170457	182.00	  0.00	large whole	3" dia
170457	123.00	  0.00	medium whole	2-3/5" dia
170457	 20.00	  0.00	slice, medium	1/4" thick
170457	 62.00	  0.00	plum tomato	
170457	 91.00	  0.00	small whole	2-2/5" dia
170457	 27.00	  0.00	slice, thick/large	1/2" thick
170457	 31.00	  0.00	wedge	1/4 of medium tomato
170457	 15.00	  0.00	slice, thin/small	
170457	148.00	  0.00	NLEA serving	
170458	243.00	236.60		
170458	182.00	177.45		
170459	 66.00	 59.15		
170459	262.00	236.60		
170459	 16.00	 14.79		
170459	170.00	  0.00	can	6 oz
170460	250.00	236.60		
170460	822.00	  0.00	can	29 oz) (401 x 411
170462	250.00	236.60		
170462	411.00	  0.00	can, 15 oz	303 x 406
170463	244.00	236.60		
170463	425.00	  0.00	can, 15 oz	303 x 406
170464	 71.00	118.30	chopped	
170464	 31.00	  0.00	frond	6-1/2" long
170465	130.00	236.60	cubes	
170465	183.00	  0.00	large	
170465	122.00	  0.00	medium	
170465	 15.00	  0.00	slice	
170465	 61.00	  0.00	small	
170465	 65.00	118.30	cubes	
170466	144.00	236.60	chopped	
170467	117.00	118.30		
170467	425.00	  0.00	can, 15 oz	303 x 406
170468	 82.00	118.30	chopped or diced	
170468	284.00	  0.00	package	10 oz
170469	164.00	236.60		
170469	220.00	  0.00	package yields	10 oz
170470	 95.00	  0.00	0.33x package	10 oz
170470	284.00	  0.00	package	10 oz
170470	1361.00	  0.00	package	3 lb
170471	 95.00	  0.00	0.33x package	10 oz
170471	284.00	  0.00	package	10 oz
170471	1134.00	  0.00	pack	2-1/2 lb
170472	 91.00	118.30		
170472	275.00	  0.00	package yields	10 oz
170473	254.00	236.60		
170473	182.00	177.45		
170475	175.00	236.60	cubes	
170476	 44.00	236.60	slices	
170476	 16.00	  0.00	pod	
170477	 62.00	236.60		
170479	246.00	236.60	slices	
170480	227.00	236.60	slices	
170481	 89.00	236.60		1" pieces
170483	100.00	236.60	slices	
170483	 11.00	  0.00	pod	15-1/3" long
170484	118.00	236.60	slices	
170485	  0.20	 14.79		
170485	  0.80	 59.15		
170486	  0.40	 14.79		
170486	  1.40	 59.15		
170487	113.00	236.60	sliced	
170487	323.00	  0.00	large	
170487	196.00	  0.00	medium	
170487	  9.90	  0.00	slice	
170487	118.00	  0.00	small	
170488	180.00	236.60	sliced	
170489	116.00	236.60	cubes	
170490	205.00	236.60	cubes	
170491	236.00	236.60		
170491	 29.50	 29.58		
170492	250.00	236.60		
170492	167.00	156.16		#6 scoop
170493	210.00	236.60		
170494	136.00	236.60		
170494	813.00	  0.00	recipe yield	
170495	112.00	236.60		
170495	  7.00	 14.79		
170496	 10.00	 29.58		1/8 cup
170497	 45.00	  0.00	pepper	
170497	 75.00	118.30	chopped or diced	
170498	194.00	236.60		
170498	1162.00	  0.00	recipe yield	
170499	 10.00	 14.79	chopped	
170500	 74.00	236.60		
170501	121.00	118.30		
170502	158.00	236.60	chopped	
170502	111.00	  0.00	tomato	
170503	140.00	236.60	chopped	
170504	150.00	236.60	chopped or diced	
170504	212.00	  0.00	package yields	10 oz
170505	180.00	236.60	chopped	
170506	180.00	236.60	chopped	
170507	210.00	236.60		
170508	 78.00	118.30	slices	
170508	160.00	  0.00	parsnip	9" long
170509	160.00	236.60		
170510	160.00	236.60		
170510	253.00	  0.00	package yields	10 oz
170512	255.00	236.60		
170513	 80.00	118.30		
170513	278.00	  0.00	package yields	10 oz
170514	180.00	236.60		
170515	 12.00	 14.79		
170515	 73.00	  0.00	pepper	
170515	 92.00	118.30	chopped	
170516	135.00	236.60	chopped or strips	
170516	 11.60	 14.79	chopped	
170517	153.00	236.60		
170518	165.00	236.60		
170519	 34.00	  0.00	skin	
170520	 78.00	118.30		
170520	300.00	  0.00	large	3" to 4-1/4" dia.
170520	167.00	  0.00	medium	2-1/4" to 2-1/4" dia.
170520	125.00	  0.00	small	1-3/4" to 2-1/2" dia.
170521	202.00	  0.00	potato	2-1/3" x 4-3/4"
170522	 78.00	118.30		
170522	156.00	  0.00	potato	2-1/3" x 4-3/4"
170523	 65.00	  0.00	10x strips	
170523	255.00	  0.00	package	9 oz
170524	245.00	236.60		
170525	245.00	236.60		
170526	245.00	236.60	mashed	
170527	245.00	236.60		
170528	120.00	118.30	mashed	
170529	135.00	236.60	slices	
170530	180.00	236.60		
170531	180.00	236.60		
170532	192.00	236.60	slices	
170533	 90.00	118.30	slices	
170533	120.00	118.30	mashed	
170534	 90.00	118.30	slices	
170534	120.00	118.30	mashed	
170535	223.00	236.60		
170536	240.00	236.60	mashed	
170537	205.00	236.60	cubes	
170538	236.00	236.60	mashed	
170539	155.00	236.60		
170540	192.00	236.60		
170541	328.00	236.60	mashed	
170541	151.00	  0.00	medium	
170542	176.00	236.60	cubes	
170543	132.00	236.60	slices	
170544	145.00	236.60		
170545	243.00	236.60		
170545	 30.40	 29.58		
170545	182.00	177.45		
170546	250.00	236.60		
170546	822.00	  0.00	can	29 oz) (401 x 411
170547	156.00	236.60	cubes	
170547	230.00	236.60	mashed	
170548	156.00	236.60		
170549	175.00	236.60	cubes	
170550	 62.00	236.60		
170550	 31.00	118.30		
170551	136.00	236.60	cubes	
170551	 68.00	118.30	cubes	
170553	160.00	236.60		
170555	 94.00	236.60		
170555	  5.00	 14.79		
170556	129.00	236.60		
170557	118.00	236.60		
170562	 46.00	236.60	with hulls, edible yield	
170562	140.00	236.60		
170563	128.00	236.60		
170564	135.00	236.60		
170567	143.00	236.60	whole	
170567	 92.00	236.60	sliced	
170567	108.00	236.60	slivered	
170567	 95.00	236.60	ground	
170567	  1.20	  0.00	almond	
170568	145.00	236.60	whole kernels	
170568	  9.10	 14.79		
170569	133.00	236.60	whole	
170569	  5.00	  0.00	kernel	
170570	120.00	236.60		
170570	  3.00	  0.00	nutmeat	
170571	137.00	236.60	halves and whole	
170571	  8.60	 14.79		
170572	129.00	236.60	whole	
170572	129.00	236.60	halves and pieces	
170574	145.00	236.60		
170577	 85.00	236.60		
170578	 77.00	236.60		
170580	 15.00	 14.79		
170580	240.00	236.60		
170581	115.00	236.60	chopped	
170581	 75.00	236.60	ground	
170581	135.00	236.60	whole	
170581	 14.00	  0.00	10x nuts	
170585	131.00	236.60		
170586	147.00	236.60		
170587	134.00	236.60		
170588	144.00	236.60		
170589	110.00	236.60		
170590	120.00	236.60		
170591	135.00	236.60		
170591	  1.70	  0.00	10x nuts	
170592	  1.00	  0.00	10x nuts	
170596	149.00	236.60		
170596	 10.00	 14.79		
170597	308.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170600	 56.00	  0.00	steak	
170600	396.00	  0.00	package	
170601	293.00	  0.00	steak	
170602	 21.00	  0.00	slice	3/4 oz
170603	732.00	  0.00	steak	
170603	977.00	  0.00	roast	
170604	 28.00	  0.00	10x slices	
170605	353.00	  0.00	steak	
170606	 43.00	  0.00	sausage	
170607	 28.00	  0.00	slice	1 oz
170608	483.00	  0.00	steak	
170611	314.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170612	264.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170613	270.00	  0.00	steak	Yield from 418 g raw meat
170614	1236.00	  0.00	roast	yield from 1675 g raw meat
170615	1095.00	  0.00	roast	yield from 1528g raw meat
170616	1236.00	  0.00	roast	yield from 1675 g raw meat
170617	235.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170618	658.00	  0.00	roast	
170619	290.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170620	286.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170621	214.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170622	207.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170623	233.00	  0.00	steak	yield from 296 g raw meat
170624	220.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170625	220.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170626	185.00	  0.00	steak	yield from 290 g raw meat
170627	464.00	  0.00	roast	yield from 572 g raw meat
170628	185.00	  0.00	steak	yield from 290 g raw meat
170629	489.00	  0.00	roast	yield from 600 g raw meat
170630	191.00	  0.00	steak	yield from 299 g raw meat
170631	515.00	  0.00	roast	yield from 627 g raw meat
170632	337.00	  0.00	roast	yield from 426 g raw meat
170633	346.00	  0.00	roast	yield from 436 g raw meat
170633	330.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170634	355.00	  0.00	roast	yield from 445 g raw meat
170634	331.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170635	337.00	  0.00	roast	yield from 426 g raw meat
170635	296.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170636	1138.00	  0.00	roast	yield from 1405 g raw meat
170637	1141.00	  0.00	roast	yield from 1388 g raw meat
170638	267.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170639	267.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170640	108.00	  0.00	steak	yield from 136 g raw meat
170641	119.00	  0.00	steak	
170642	121.00	  0.00	steak	
170643	117.00	  0.00	steak	
170644	 88.00	  0.00	package	3.12 oz
170644	 22.00	  0.00	portion, amount to make 1/2 cup	
170645	 20.00	 14.79		
170645	 14.00	  0.00	packet	0.5 oz
170646	315.00	236.60		
170646	 20.00	 14.79		
170647	  9.00	  0.00	cake	
170647	 18.00	  0.00	2x cakes	
170648	227.00	  0.00	bag	8 oz
170649	227.00	  0.00	bag	8 oz
170650	 60.00	  0.00	10x twists	
170651	 60.00	  0.00	10x twists	
170652	  9.00	  0.00	cake	
170652	 18.00	  0.00	2x cakes	
170654	150.00	236.60		
170655	146.00	236.60		
170656	  3.50	  0.00	piece	
170657	  6.00	 14.79	Ghirardelli label 2011	
170657	  5.00	 14.79	Hershey's label 2011	
170657	283.00	  0.00	container Ghirardelli label 2011	
170658	 42.00	  0.00	3x pieces	
170659	 67.00	118.30		
170660	 68.00	  0.00	serving 1/2 cup	
170661	 68.00	  0.00	serving 1/2 cup	
170662	 68.00	  0.00	serving 1/2 cup	
170663	 68.00	  0.00	serving 1/2 cup	
170664	 68.00	  0.00	serving 1/2 cup	
170665	 79.00	  0.00	serving 1 cone	
170666	 64.00	  0.00	serving 1 sandwich	
170667	 78.00	  0.00	serving 1 bar	
170668	 71.00	  0.00	serving 1/2 cup	
170669	 56.00	  0.00	serving 1 bar	
170670	 28.00	  0.00	serving 1oz pack	
170671	 58.00	  0.00	individual	3.5 fl oz
170671	 66.00	118.30		4 fl oz
170672	 12.90	 14.79		
170672	189.00	236.60		
170673	 14.50	 14.79		
170673	202.00	236.60		
170674	  4.60	  4.93		
170674	202.00	236.60		
170675	  0.50	  4.93		
170675	 23.00	236.60		
170676	 31.00	  0.00	serving	
170677	 35.00	 29.58		
170678	 40.00	 59.15		
170679	  1.00	  0.00	package	
170680	 52.00	  0.00	serving	
170681	 20.00	 14.79		
170682	193.00	236.60		
170683	246.00	236.60		
170684	128.00	236.60		
170685	164.00	236.60		
170686	168.00	236.60		
170687	120.00	236.60		
170688	140.00	236.60		
170689	 69.00	  0.00	each taco	
170690	 91.00	  0.00	sandwich	
170691	127.00	  0.00	item	
170692	115.00	  0.00	sandwich	
170693	 78.00	  0.00	sandwich	
170694	 97.00	  0.00	sandwich	
170695	149.00	  0.00	sandwich	
170696	196.00	  0.00	6x inch sub	
170696	391.00	  0.00	12x inch sub	
170697	117.00	  0.00	package	18 onion rings
170698	 71.00	  0.00	serving small	
170698	117.00	  0.00	serving medium	
170698	154.00	  0.00	serving large	
170699	242.00	236.60		
170700	 24.80	 29.58		
170700	298.00	  0.00	small 12 fl oz	
170700	397.00	  0.00	medium 16 fl oz	
170701	156.00	  0.00	slice 1/8 per pizza	
170701	124.00	  0.00	slice 1/10 per pizza	
170702	130.00	  0.00	piece 4" x 6"	
170703	127.00	  0.00	piece 4"x6"	
170704	 91.00	  0.00	piece 3.2 oz	
170705	228.00	  0.00	6x inch sub	
170705	457.00	  0.00	12x inch sub	
170706	184.00	  0.00	6x inch sub	
170706	367.00	  0.00	12x inch sub	
170707	184.00	  0.00	6x inch sub	
170707	368.00	  0.00	12x inch sub	
170708	209.00	  0.00	6x inch sub	
170708	418.00	  0.00	12x inch sub	
170709	209.00	  0.00	6x inch sub	
170709	418.00	  0.00	12x inch sub	
170710	171.00	  0.00	item	
170711	184.00	  0.00	6x inch sub	
170711	367.00	  0.00	12x inch sub	
170712	184.00	  0.00	6x inch sub	
170712	368.00	  0.00	12x inch sub	
170713	190.00	  0.00	6x inch sub	
170713	381.00	  0.00	12x inch sub	
170714	139.00	  0.00	serving 6 servings per 29.25 oz package	
170714	149.00	  0.00	serving 4 servings per 19.7 oz package	
170714	834.00	  0.00	package 29.25 oz pizza	
170714	595.00	  0.00	package 19.7 oz pizza	
170715	143.00	  0.00	serving 5 servings per 24.2 oz package	
170715	129.00	  0.00	serving 5 servings per 22.85 oz package	
170715	177.00	  0.00	serving 2 servings per 10.9 oz package	
170715	713.00	  0.00	package 24.2 oz pizza	
170715	644.00	  0.00	package 22.85 oz pizza	
