fdc_id	g	ml	desc	comment
171707	 50.00	  0.00	NLEA Serving	
171708	 40.00	 59.15		
171709	256.00	236.60		
171710	151.00	236.60	unthawed	
171710	510.00	  0.00	package	18 oz
171711	148.00	236.60		
171711	 68.00	  0.00	50x berries	
171712	256.00	236.60		
171713	132.00	236.60	unthawed	
171713	284.00	  0.00	package	10 oz
171714	220.00	236.60		
171714	 96.00	  0.00	0.25x fruit, small	
171715	132.00	236.60	cubes	
171715	108.00	236.60	sliced	
171715	124.00	  0.00	large	4-1/2" long
171715	 91.00	  0.00	medium	3-5/8" long
171715	 70.00	  0.00	small	3-1/8" long
171716	256.00	236.60		
171717	261.00	236.60		
171718	155.00	236.60	unthawed	
171718	510.00	  0.00	package	18 oz
171719	138.00	236.60	with pits, yields	
171719	154.00	236.60	without pits	
171719	  8.20	  0.00	cherry	
171719	140.00	  0.00	NLEA serving	
171720	261.00	236.60	pitted	
171721	110.00	236.60	slices	
171722	110.00	236.60	chopped	
171722	100.00	236.60	whole	
171723	 40.00	 59.15		
171724	144.00	236.60		
171726	147.00	236.60	chopped	
171726	  7.10	  0.00	date, pitted	
171727	145.00	236.60		
171732	152.00	  0.00	steak	
171733	339.00	  0.00	roast	
171734	449.00	  0.00	roast	
171735	350.00	  0.00	roast	
171736	359.00	  0.00	roast	
171737	342.00	  0.00	roast	
171738	377.00	  0.00	roast	
171739	449.00	  0.00	roast	
171740	342.00	  0.00	roast	
171741	377.00	  0.00	roast	
171742	173.00	  0.00	steak	
171743	344.00	  0.00	steak	
171744	740.00	  0.00	roast	
171745	675.00	  0.00	roast	
171746	658.00	  0.00	roast	
171747	699.00	  0.00	roast	
171748	625.00	  0.00	roast	
171749	673.00	  0.00	roast	
171750	267.00	  0.00	steak	
171751	266.00	  0.00	steak	
171752	268.00	  0.00	steak	
171753	478.00	  0.00	roast	
171754	487.00	  0.00	roast	
171757	344.00	  0.00	steak	
171758	344.00	  0.00	steak	
171759	344.00	  0.00	steak	
171760	758.00	  0.00	roast	
171761	699.00	  0.00	roast	
171762	140.00	  0.00	steak	
171763	133.00	  0.00	steak	
171764	151.00	  0.00	steak	
171765	644.00	  0.00	roast	
171766	268.00	  0.00	steak	
171767	170.00	  0.00	steak	
171768	168.00	  0.00	steak	
171769	172.00	  0.00	steak	
171774	304.00	  0.00	steak	
171775	302.00	  0.00	steak	
171786	297.00	  0.00	steak	
171789	287.00	  0.00	steak	
171794	154.00	  0.00	portion	 yield from 1/2 lb raw meat 
171821	223.00	236.60		
171822	 40.00	  0.00	1.41x oz dry	half noodle block
171823	 33.00	  0.00	2x Tbsp	
171824	 30.00	  0.00	2x Tbsp	
171825	 34.00	  0.00	2x Tbsp	
171826	 30.00	 29.58	s	
171827	 18.00	 14.79		
171827	144.00	118.30		
171827	280.00	236.60		
171828	 16.00	 14.79		
171828	148.00	118.30		
171828	291.00	236.60		
171829	 18.00	 14.79		
171829	138.00	118.30		
171829	265.00	236.60		
171830	 17.00	 14.79		
171830	137.00	118.30		
171830	270.00	236.60		
171831	 20.00	 14.79		
171831	  6.50	  4.93		
171832	 36.00	 29.58		
171832	259.00	  0.00	container	9 oz
171833	  5.60	  4.93		
171834	 36.00	 29.58		
171834	259.00	  0.00	container	9oz
171835	 29.00	  0.00	2x cookies	
171836	 25.00	  0.00	2x cookies	
171837	 31.00	  0.00	8x cookies 1 serving	
171837	 40.00	  0.00	package	40 g
171838	 14.00	  0.00	4x crackers	
171839	 27.00	  0.00	cake 1 serving	
171840	 36.00	  0.00	brownie 1 serving	
171841	 34.00	  0.00	serving	
171842	 38.00	  0.00	cookie 1 serving	
171843	 29.00	  0.00	serving 3 cookies	
171844	 68.00	  0.00	piece	
171845	 90.00	  0.00	piece	
171846	 15.00	  0.00	5x crackers 1 serving	
171847	 36.00	  0.00	2x cookie 1 serving	
171848	 36.00	  0.00	package	
171849	 28.00	  0.00	slice 1 serving	
171850	 38.00	  0.00	slice 1 serving	
171851	 38.00	  0.00	slice 1 serving	
171852	 81.00	  0.00	piece bagel	
171853	 38.00	 59.15	mix 1 serving	
171854	 31.00	  0.00	serving	
171855	 43.00	  0.00	6x cracker 1 serving	
171856	 14.00	  0.00	4x cracker 1 serving	
171857	 44.00	  0.00	3x cookies	
171858	 23.00	  0.00	3x cookies	
171859	 30.00	  0.00	3x cookies	
171860	 44.00	  0.00	3x cookies	
171861	 36.00	  0.00	roll	
171862	 78.00	  0.00	roll	
171863	 69.00	  0.00	roll	
171864	 44.00	  0.00	roll	
171865	 25.00	  0.00	cookie	
171866	 40.00	  0.00	serving	
171867	 28.00	  0.00	5x cookie	
171868	 48.00	  0.00	serving cookie	
171869	 30.50	 29.58		
171869	336.00	  0.00	bottle	11 fl oz
171869	488.00	  0.00	can or bottle	16 fl oz
171869	366.00	  0.00	can or bottle	12 fl oz
171870	250.00	  0.00	serving 8.3 fl oz can	
171871	 30.80	 29.58		
171871	493.00	  0.00	can or bottle	16 fl oz
171871	370.00	  0.00	can or bottle	12 fl oz
171872	 29.40	 29.58		
171872	147.00	  0.00	serving 5 fl oz	
171873	237.00	236.60		
171874	 98.00	236.60	dry mix	
171874	251.00	236.60	prepared	
171875	253.00	236.60		
171876	 29.60	 29.58		
171876	474.00	  0.00	bottle	16 fl oz
171876	355.00	  0.00	can	12 fl oz
171877	281.00	280.96		
171878	240.00	236.60		
171879	266.00	236.60		8 fl oz
171880	262.00	236.60		
171881	248.00	236.60		
171882	 30.20	 29.58		
171882	166.00	  0.00	can	5.5 oz
171883	260.00	236.60		
171884	240.00	236.60		
171885	269.00	236.60		
171886	 19.00	  0.00	envelope Alba	.675 oz
171886	 15.00	  0.00	envelope  Swiss Miss	.53 oz
171887	 20.00	  0.00	serving 1 envelope	
171888	271.00	236.60		
171889	 29.60	 29.58		
171889	178.00	177.45		
171889	237.00	236.60		8 fl oz
171890	 29.60	 29.58		
171890	178.00	177.45		
171890	237.00	236.60		8 fl oz
171891	 29.60	 29.58		
171892	265.00	236.60		
171893	  1.00	  4.93		
171893	  2.00	  0.00	packet	
171894	 29.90	 29.58		
171894	179.00	  0.00	serving 6 fl oz	
171895	249.00	236.60		
171896	237.00	236.60		
171897	  1.80	  4.93	rounded	
171898	 14.00	  0.00	NLEA Serving	
171899	248.00	236.60		
171900	247.00	236.60		
171901	237.00	236.60		
171902	 30.60	 29.58		
171902	245.00	236.60		8 fl oz
171903	 31.60	 29.58		
171903	253.00	236.60		8 fl oz
171904	 29.60	 29.58		
171904	237.00	236.60		8 fl oz
171905	272.00	236.60		8 fl oz
171906	 30.60	 29.58		
171906	355.00	  0.00	bottle	
171907	1184.00	  0.00	bottle	
171908	 30.30	 29.58		
171909	248.00	236.60		
171910	240.00	240.00		
171911	473.00	473.20		
171912	 35.20	 29.58		
171912	423.00	  0.00	can	12 fl oz
171913	 31.00	 29.58		
171913	248.00	  0.00	serving 8 fl oz	
171914	210.00	199.63		
171914	248.00	236.60		8 fl oz
171915	210.00	  0.00	NLEA Serving	
171915	200.00	200.00		
171916	 31.30	 29.58		
171916	250.00	236.60		8 fl oz
171917	245.00	236.60		
171917	 29.60	 29.58		
171918	 23.00	  0.00	serving	3 heaping tsp
171918	182.00	236.60		
171919	 27.80	 29.58		
171919	 42.00	  0.00	Jigger 1.5 fl oz	
171920	 27.80	 29.58		
171920	 42.00	 44.36		
171921	 31.00	 29.58		
171921	492.00	  0.00	can or bottle	16 fl oz
171921	369.00	  0.00	can	12 fl oz
171922	 29.60	 29.58		
171922	331.00	  0.00	bottle 11.2 fl oz	
171922	500.00	  0.00	bottle 16.9 fl oz	
171923	237.00	236.60		
171923	355.00	354.90		
171924	 29.60	 29.58		
171925	 29.40	 29.58		
171925	147.00	  0.00	serving 5 fl oz	
171926	 29.60	 29.58		
171926	237.00	  0.00	serving	8 fl oz
171926	  1.10	  1.00		
171927	238.00	  0.00	serving 8 oz	
171928	243.00	  0.00	serving 8 oz	
171929	243.00	  0.00	serving 8 oz	
171930	243.00	  0.00	serving 8 oz	
171931	243.00	  0.00	serving 8 oz	
171932	243.00	  0.00	serving 8 oz	
171933	246.00	  0.00	serving 8 oz	
171934	246.00	  0.00	serving 8 oz	
171935	240.00	  0.00	serving	
171936	240.00	236.60		
171937	 31.00	 29.58		
171937	240.00	236.60		
171937	480.00	  0.00	can	
171938	240.00	236.60		
171939	158.00	236.60		
171939	391.00	  0.00	can	
171940	200.00	  0.00	pouch	
171941	228.00	236.60		
171942	240.00	236.60		approximate weight, 1 serving
171943	 31.00	  0.00	oz	
171943	246.00	236.60		1 serving
171944	240.00	236.60		
171944	 31.10	 29.58		
171945	237.00	236.60		
171946	237.00	236.60		
171947	238.00	236.60		8 fl oz
171948	159.00	  0.00	fillet	
171949	150.00	  0.00	fillet	
171950	116.00	  0.00	fillet	
171951	 32.00	  0.00	fillet	
171952	218.00	  0.00	fillet	
171953	 79.00	  0.00	fillet	
171955	231.00	  0.00	fillet	
171956	180.00	  0.00	fillet	
171957	 87.00	  0.00	fillet	
171958	122.00	  0.00	fillet	
171959	204.00	  0.00	fillet	
171960	198.00	  0.00	fillet	
171961	 42.00	  0.00	piece	
171962	259.00	  0.00	fillet	
171963	202.00	  0.00	fillet	
171964	193.00	  0.00	fillet	
171965	204.00	  0.00	0.5x fillet	
171966	135.00	236.60		
171966	125.00	  0.00	can , drained	6.5 oz
171967	 60.00	  0.00	cake	
171968	163.00	  0.00	crab	
171970	 30.00	  0.00	4x large	
171971	 22.00	  0.00	4x large	
171972	128.00	236.60		
171972	128.00	  0.00	can , drained	4.5 oz
171972	 32.00	  0.00	10x shrimp	
171974	188.00	  0.00	20x small	
171975	190.00	  0.00	20x small	
171976	160.00	236.60		
171977	240.00	236.60		
171978	 84.00	  0.00	6x medium	
171978	248.00	236.60		
171979	 88.00	  0.00	6x medium	
171980	 42.00	  0.00	6x medium	
171981	248.00	236.60	undrained	
171981	 23.00	  0.00	oz, drained	
171981	272.00	  0.00	can , oysters and liquid	12 oz
171981	  8.00	  0.00	oyster	
171981	162.00	236.60	drained	
171986	165.00	  0.00	can	
171987	178.00	  0.00	can	
171988	172.00	  0.00	can	
171989	 62.00	  0.00	fillet	
171990	 90.00	  0.00	fillet	
171991	 95.00	  0.00	fillet	
171992	159.00	  0.00	fillet	
171993	154.00	  0.00	fillet	
171994	 28.35	  0.00	oz, boneless	
171994	 17.00	 16.39	boneless	
171994	176.00	  0.00	fillet	
171997	124.00	  0.00	fillet	
171998	154.00	  0.00	0.5x fillet	
171999	154.00	  0.00	0.5x fillet	
172000	154.00	  0.00	0.5x fillet	
172001	124.00	  0.00	0.5x fillet	
172002	124.00	  0.00	fillet	
172003	 37.00	  0.00	fillet	
172004	 62.00	  0.00	fillet	
172005	154.00	  0.00	0.5x fillet	
172007	127.00	  0.00	crab	
172009	163.00	  0.00	lobster	
172012	 30.00	  0.00	slice	
172012	 28.00	  0.00	serving	
172014	124.00	236.60	spaghetti not packed	
172014	151.00	236.60	spaghetti packed	
172014	120.00	236.60	elbows not packed	
172014	132.00	236.60	elbows packed	
172014	107.00	236.60	penne	
172014	107.00	236.60	rotini	
172014	107.00	236.60	farfalle	
172014	105.00	236.60	shells	
172014	116.00	236.60	lasagne	
172015	157.00	236.60		
172023	119.00	236.60		
172024	116.00	236.60	spaghetti not packed	
172024	151.00	236.60	spaghetti packed	
172024	117.00	236.60	elbows	
172024	107.00	236.60	farfalle	
172024	 97.00	236.60	penne	
172024	105.00	236.60	shells	
172024	116.00	236.60	lasagne	
172024	107.00	236.60	rotini	
172025	 91.00	236.60	spaghetti	
172025	122.00	236.60	elbows	
172025	 95.00	236.60	penne	
172025	 81.00	236.60	farfalle	
172025	 96.00	236.60	rotini	
172025	 64.00	236.60	shells	
172025	 90.00	236.60	lasagne	
172026	169.00	236.60	spaghetti not packed	
172026	131.00	236.60	penne not packed	
172026	153.00	236.60	fettucini not packed	
172026	136.00	236.60	spirals not packed	
172026	131.00	236.60	elbows not packed	
172026	156.00	236.60	shells not packed	
172027	166.00	236.60	spaghetti packed	
172027	132.00	236.60	 not packed	not packed
172027	111.00	236.60	elbows not packed not packed	
172028	162.00	  0.00	item	
172029	145.00	  0.00	item	
172030	162.00	  0.00	biscuit	
172031	111.00	  0.00	item	
172032	108.00	  0.00	item	
172033	126.00	  0.00	sandwich	
172034	165.00	  0.00	item	
172035	 65.00	  0.00	3x pieces	
172035	109.00	  0.00	5x pieces	
172036	153.00	  0.00	sundae	
172037	 39.00	  0.00	3x pieces shrimp	
172038	217.00	  0.00	2x pieces	
172039	185.00	  0.00	each burrito	
172040	 96.00	  0.00	slice	
172040	738.00	  0.00	pizza	
172041	100.00	  0.00	slice	
172041	728.00	  0.00	pizza	
172042	 69.00	  0.00	slice	
172042	573.00	  0.00	pizza	
172043	 70.00	  0.00	slice	
172043	540.00	  0.00	pizza	
172044	113.00	  0.00	slice	
172044	907.00	  0.00	pizza	
172045	123.00	  0.00	slice	
172045	984.00	  0.00	pizza	
172046	151.00	  0.00	slice	
172046	1224.00	  0.00	pizza	
172047	 89.00	  0.00	slice	
172047	758.00	  0.00	pie	
172048	 90.00	  0.00	slice	
172048	852.00	  0.00	pie	
172049	115.00	  0.00	slice	
172049	1043.00	  0.00	pie	
172050	102.00	  0.00	slice	
172050	919.00	  0.00	pie	
172051	 79.00	  0.00	slice	
172051	641.00	  0.00	pizza	
172052	110.00	  0.00	slice	
172052	883.00	  0.00	pizza	
172053	113.00	  0.00	slice	
172053	909.00	  0.00	pizza	
172054	123.00	  0.00	slice	
172054	1313.00	  0.00	pizza	
172055	136.00	  0.00	slice	
172055	1168.00	  0.00	pie	
172056	199.00	  0.00	item	
172057	135.00	  0.00	item	
172058	174.00	  0.00	item 6.1 oz	
172059	135.00	  0.00	item	
172060	199.00	  0.00	item 7 oz	
172061	 90.00	  0.00	item	3.2 oz
172062	178.00	  0.00	item	6.3 oz
172063	109.00	  0.00	burrito	
172064	269.00	  0.00	item 9.5 oz	
172065	155.00	  0.00	sandwich	
172066	280.00	  0.00	item	
172067	200.00	  0.00	item	
172068	165.00	  0.00	item 5.8 oz	
172069	142.00	  0.00	item 4.9 oz	
172070	117.00	  0.00	item 4.1 oz	
172071	163.00	  0.00	item 5.7 oz	
172072	319.00	  0.00	item 11.3 oz	
172073	223.00	  0.00	item 7.8 oz	
172074	 87.00	  0.00	item 3.1 oz	
172075	149.00	  0.00	item 5.2 oz	
172076	110.00	  0.00	item	
172077	 21.00	  0.00	stick	
172077	107.00	  0.00	serving 5 sticks	
172078	  5.60	  0.00	piece	
172078	160.00	  0.00	serving	
172079	 25.00	  0.00	each	
172080	374.00	  0.00	item	
172081	215.00	  0.00	sandwich	
172082	199.00	  0.00	item	
172083	355.00	  0.00	item	
172084	219.00	  0.00	item	
172085	337.00	354.90	cup	
172086	 60.00	  0.00	biscuit	
172087	120.00	  0.00	package	
172087	190.00	236.60		
172088	 54.00	  0.00	strip	
172089	283.00	  0.00	serving	
172090	269.00	  0.00	serving	
172091	252.00	  0.00	serving	1 cup
172092	397.00	  0.00	package yields	
172092	397.00	  0.00	serving	
172093	268.00	  0.00	pie, cooked	average weight
172094	 81.00	177.45		
172095	103.00	  0.00	slice 1/8 of 12" pizza	
172095	127.00	  0.00	slice 1/8 of 14" pizza	
172096	127.00	  0.00	0.25x pizza 12" diameter	
172096	532.00	  0.00	pizza 12" diameter	
172097	242.00	236.60		
172098	240.00	236.60		
172099	246.00	236.60		
172099	411.00	  0.00	can	
172100	252.00	  0.00	serving	1 NLEA serving
172100	238.00	236.60		
172101	309.00	  0.00	package	
172102	116.00	  0.00	burrito cooked	
172103	 85.00	  0.00	roll	
172104	 80.00	  0.00	roll	
172105	 68.00	  0.00	egg roll	
172106	227.00	  0.00	serving	
172106	226.00	236.60		
172107	127.00	  0.00	hot pocket	1 NLEA serving
172108	127.00	  0.00	hot pocket	1 NLEA serving
172108	129.00	  0.00	each	analytical measurement
172109	128.00	  0.00	each	
172110	244.00	236.60		
172110	422.00	  0.00	container	
172111	 87.00	  0.00	serving	
172111	 18.00	  0.00	piece	
172112	 82.00	  0.00	serving	
172112	 20.00	  0.00	piece	
172113	159.00	236.60		
172114	123.00	  0.00	piece side	
172114	114.00	  0.00	piece corner	
172114	255.00	  0.00	piece center	
172115	421.00	  0.00	steak	
172116	526.00	  0.00	steak	
172117	426.00	  0.00	steak	
172118	460.00	  0.00	steak	
172119	141.00	  0.00	steak	
172120	200.00	  0.00	steak	
172121	174.00	  0.00	steak	
172122	 40.00	  0.00	medallion	
172123	233.00	  0.00	steak	
172124	179.00	  0.00	steak	
172125	254.00	  0.00	steak	
172126	193.00	  0.00	steak	
172127	160.00	  0.00	steak	
172128	293.00	  0.00	steak	
172129	225.00	  0.00	steak	
172130	324.00	  0.00	steak	
172131	168.00	  0.00	steak	
172132	241.00	  0.00	steak	
172133	184.00	  0.00	steak	
172134	250.00	  0.00	steak	
172135	236.00	  0.00	steak	
172136	 34.00	  0.00	medallion	
172137	388.00	  0.00	steak	
172138	250.00	  0.00	steak	
172139	373.00	  0.00	steak	
172140	174.00	  0.00	steak	
172141	264.00	  0.00	steak	
172144	242.00	  0.00	steak	
172145	1587.00	  0.00	ribs	
172146	1197.00	  0.00	ribs	
172147	1604.00	  0.00	ribs	
172148	1102.00	  0.00	ribs	
172149	2259.00	  0.00	roast	
172150	2130.00	  0.00	roast	
172151	462.00	  0.00	steak	
172151	2627.00	  0.00	roast	
172152	456.00	  0.00	steak	
172152	2674.00	  0.00	roast	
172153	1601.00	  0.00	roast	
172154	1555.00	  0.00	roast	
172155	1669.00	  0.00	roast	
172156	361.00	  0.00	steak	
172156	2155.00	  0.00	roast	
172157	250.00	  0.00	steak	
172158	382.00	  0.00	steak	
172159	388.00	  0.00	steak	
172160	373.00	  0.00	steak	
172162	268.00	  0.00	steak	
172163	264.00	  0.00	steak	
172164	251.00	  0.00	steak	
172165	242.00	  0.00	steak	
172166	1159.00	  0.00	ribs	
172167	1197.00	  0.00	ribs	
172168	1102.00	  0.00	ribs	
172169	1587.00	  0.00	ribs	
172170	161.00	  0.00	steak	
172171	165.00	  0.00	steak	
172172	156.00	  0.00	steak	
172173	223.00	  0.00	steak	
172174	238.00	  0.00	steak	
172175	 17.00	 16.39		
172175	135.00	236.60	crumbled, not packed	
172176	132.00	236.60	diced	
172176	113.00	236.60	shredded	
172176	 17.00	 16.39		
172176	 28.00	  0.00	slice	1 oz
172177	144.00	236.60	sliced	
172177	240.00	236.60	melted	
172177	 17.00	 16.39		
172177	128.00	  0.00	package	4.5 oz
172178	246.00	236.60		
172178	 17.00	 16.39		
172178	 38.00	  0.00	wedge	1.33 oz
172179	210.00	236.60	large curd	not packed
172179	225.00	236.60	small curd	not packed
172180	226.00	236.60		not packed
172181	145.00	236.60		not packed
172182	226.00	236.60		not packed
172183	 33.00	  0.00	large	
172183	243.00	236.60		
172184	 17.00	  0.00	large	
172184	243.00	236.60		
172185	 15.00	 14.79		
172185	 61.00	  0.00	large	
172186	 50.00	  0.00	large	
172187	 61.00	  0.00	large	
172187	 13.70	 14.79		
172187	220.00	236.60		
172188	 85.00	236.60	sifted	
172188	  5.00	 14.79		
172189	 70.00	  0.00	egg	
172190	144.00	  0.00	egg	
172191	  9.00	  0.00	egg	
172192	 79.00	  0.00	egg	
172193	245.00	236.60		
172193	980.00	946.40		
172194	 31.50	 29.58		
172194	126.00	118.30		
172195	 30.00	 59.15		
172195	120.00	236.60		
172196	 68.00	236.60		
172196	 91.00	  0.00	envelope	1-1/3 cup
172198	113.00	236.60	shredded	
172198	 18.00	 16.39		
172198	 28.00	  0.00	slice	
172200	 30.00	 29.58		
172200	243.00	236.60		
172201	132.00	236.60	crumbled	
172205	246.00	236.60		
172205	984.00	946.40		
172206	  5.00	 14.79		
172207	 18.00	 14.79		
172208	170.00	  0.00	container	6 oz
172209	 33.00	 29.58		
172210	 31.00	 29.58		
172211	 32.00	 29.58		
172212	 29.00	 29.58		
172212	484.00	473.20		
172213	  4.00	 14.79		
172213	 75.00	236.60		
172214	 12.00	 19.72		
172215	132.00	236.60	diced	
172215	113.00	236.60	shredded	
172215	 14.30	 16.39		
172215	 28.00	  0.00	slice	1 oz
172215	170.00	  0.00	package	6 oz
172216	 28.00	 59.15		
172217	244.00	236.60		
172217	 15.00	 14.79		
172217	 30.50	 29.58		
172217	976.00	946.40		
172218	170.00	  0.00	container	6 oz
172218	245.00	236.60		8 fl oz
172218	227.00	  0.00	container	8 oz
172219	170.00	  0.00	container	6 oz
172219	227.00	  0.00	container	8 oz
172219	113.00	  0.00	0.5x container	4 oz
172219	245.00	236.60		8 fl oz
172220	170.00	  0.00	container	6 oz
172221	170.00	  0.00	container	6 oz
172222	 97.00	236.60	grated	
172223	122.00	236.60	crumbled	
172224	118.00	236.60	crumbled	
172225	245.00	236.60		
172226	 70.00	  0.00	serving	
172227	 82.00	  0.00	serving	
172228	 96.00	  0.00	unit	
172229	 70.00	  0.00	serving	
172230	 70.00	  0.00	serving	
172231	  3.00	  4.93		
172231	  9.40	 14.79		
172232	  2.50	  0.00	5x leaves	
172232	  5.30	 29.58	chopped	
172232	  6.00	 59.15	leaves, whole	
172233	  1.00	  0.00	5x sprigs	
172233	  8.90	236.60	sprigs	
172234	  5.00	  4.93	or 1 packet	
172234	249.00	236.60		
172235	  4.20	  4.93		
172235	 13.00	 14.79		
172236	  4.20	  4.93		
172236	 13.00	 14.79		
172237	 14.90	 14.79		
172237	238.00	236.60		
172237	  5.00	  4.93		
172238	  8.60	 14.79	drained	
172239	  0.50	  4.93		
172239	  1.60	 14.79		
172240	 14.90	 14.79		
172240	239.00	236.60		
172240	  5.00	  4.93		
172241	 16.00	 14.79		
172241	255.00	236.60		
172241	  5.30	  4.93		
172242	  1.00	  1.23		
172243	  5.70	  9.86		
172244	 14.70	 14.79		
172244	 71.00	  0.00	jar	
172245	 16.00	 14.79		
172245	 71.00	  0.00	jar	
172246	 71.00	  0.00	jar	
172247	 15.00	 14.79		
172247	 71.00	  0.00	jar	
172247	 71.00	  0.00	jar Gerber Second Foods	2.5 oz
172248	 15.00	 14.79		
172248	 71.00	  0.00	jar	
172248	 71.00	  0.00	jar Gerber Third Foods	2.5 oz
172248	 71.00	  0.00	jar Heinz Junior-3	2.5 oz
172249	 10.00	  0.00	stick	
172249	 71.00	  0.00	jar	
172249	 71.00	  0.00	jar Gerber Graduate	2.5 oz
172250	 15.00	 14.79		
172250	 71.00	  0.00	jar	
172250	 71.00	  0.00	jar Beech-Nut Stage 1	2.5 oz
172250	 71.00	  0.00	jar Gerber Second Foods	2.5 oz
172250	 71.00	  0.00	jar Heinz Strained-2	2.5 oz
172251	 19.00	 14.79		
172251	 68.00	  0.00	container	
172252	  7.00	  0.00	cup	
172253	113.00	  0.00	serving	
172254	170.00	  0.00	serving	
172255	 88.00	  0.00	serving	
172256	113.00	  0.00	jar	
172257	 16.00	 14.79		
172257	  8.00	  0.00	piece	
172258	 16.00	 14.79		
172258	113.00	  0.00	jar	
172258	113.00	  0.00	jar Gerber Second Food	4 oz
172258	113.00	  0.00	jar Beech-Nut Stage 2	4 oz
172258	113.00	  0.00	jar Heinz Strained-2	4 oz
172259	113.00	  0.00	container	
172260	170.00	  0.00	jar	
172261	113.00	  0.00	jar Beech-Nut Stage 2	4 oz
172262	170.00	  0.00	jar	
172263	 16.00	 14.79		
172263	113.00	  0.00	jar	
172263	113.00	  0.00	jar Gerber Second Food	4 oz
172263	113.00	  0.00	jar Beech-Nut Stage 2	4 oz
172263	113.00	  0.00	jar Heinz Strained-2	4 oz
172264	 16.00	 14.79		
172264	170.00	  0.00	jar	
172264	170.00	  0.00	jar Beech-Nut Stage 3	6 oz
172264	170.00	  0.00	jar Gerber Third Foods	6 oz
172264	170.00	  0.00	jar Heinz Junior-3	6 oz
172265	170.00	  0.00	jar	
172266	113.00	  0.00	jar, Gerber	4 oz
172267	113.00	  0.00	jar	
172268	170.00	  0.00	jar	
172269	 16.00	 14.79		
172269	113.00	  0.00	jar	
172269	113.00	  0.00	jar Gerber Second Food	4 oz
172269	113.00	  0.00	jar Beech-Nut Stage 2	4 oz
172269	113.00	  0.00	jar Heinz Strained-2	4 oz
172270	170.00	  0.00	jar	
172271	240.00	236.60		
172271	 15.00	 14.79		
172271	113.00	  0.00	jar	
172271	113.00	  0.00	jar Beech-Nut Stage I	4 oz
172271	 71.00	  0.00	jar Gerber First Foods	2.5 oz
172271	113.00	  0.00	jar Gerber Second Food	4 oz
172271	113.00	  0.00	jar Heinz Strained-2	4 oz
172271	 71.00	  0.00	jar Heinz Beginner-1	2.5 oz
172272	240.00	236.60		
172272	 15.00	 14.79		
172272	170.00	  0.00	jar	
172272	170.00	  0.00	jar Beech-Nut Stage 3	6 oz
172273	128.00	  0.00	jar	
172274	 16.00	 14.79		
172274	113.00	  0.00	jar	
172275	 16.00	 14.79		
172275	 99.00	  0.00	jar	
172275	 67.00	  0.00	container	
172276	224.00	236.60		
172276	 14.00	 14.79		
172276	113.00	  0.00	jar	
172276	 71.00	  0.00	jar Beech-Nut Baby's First	2.5 oz
172276	113.00	  0.00	jar Beech-Nut Stage I	4 oz
172276	 71.00	  0.00	jar Gerber First Foods	2.5 oz
172276	128.00	  0.00	jar Earth's Best	4.5 oz
172276	113.00	  0.00	jar Gerber Second Food	4 oz
172276	113.00	  0.00	jar Heinz Strained-2	4 oz
172276	 71.00	  0.00	jar Heinz Beginner-1	2.5 oz
172277	224.00	236.60		
172277	 14.00	 14.79		
172277	170.00	  0.00	jar	
172277	170.00	  0.00	jar Beech-Nut Stage 3	6 oz
172277	170.00	  0.00	jar Gerber Third Foods	6 oz
172277	170.00	  0.00	jar Heinz Junior-3	6 oz
172278	 16.00	 14.79		
172278	170.00	  0.00	jar	
172278	170.00	  0.00	jar Beech-Nut Stage 3	6 oz
172278	170.00	  0.00	jar Gerber Third Foods	6 oz
172278	170.00	  0.00	jar Heinz Junior-3	6 oz
172279	 15.00	 14.79		
172279	113.00	  0.00	jar	
172279	113.00	  0.00	jar Gerber Second Food	4 oz
172279	120.00	  0.00	jar Heinz Strained-2	4.25 oz
172280	113.00	  0.00	jar	
172280	 15.00	 14.79		
172280	240.00	236.60		
172280	113.00	  0.00	jar Gerber Second Food	4 oz
172280	113.00	  0.00	jar Beech-Nut Stage 2	4 oz
172280	113.00	  0.00	jar Heinz Strained-2	4 oz
172281	 99.00	  0.00	serving	
172282	 15.00	 14.79		
172282	170.00	  0.00	jar	
172282	170.00	  0.00	jar Gerber Third Foods	6 oz
172282	170.00	  0.00	jar Heinz Junior-3	6 oz
172283	 99.00	  0.00	serving 3.5 oz serving	
172283	 15.00	 14.79		
172283	240.00	236.60		
172283	198.00	  0.00	package 7 oz	
172284	113.00	  0.00	jar	
172285	113.00	  0.00	jar Earth's Best	
172286	170.00	  0.00	jar Beech nut	
172287	113.00	  0.00	jar	
172287	113.00	  0.00	jar Gerber Second Food	4 oz
172287	113.00	  0.00	jar Beech-Nut Stage 2	4 oz
172287	113.00	  0.00	jar Heinz Strained-2	4 oz
172288	 29.00	 14.79		
172288	162.00	  0.00	container	
172289	 30.40	 29.58		
172290	 30.50	 29.58		
172291	  8.70	  0.00	serving	
172292	  8.70	  0.00	scoop	
172293	104.00	100.00		
172294	  7.20	  0.00	scoop	
172295	103.00	100.00		
172301	  8.30	  0.00	scoop	
172302	  8.80	  0.00	scope	
172302	  8.50	  0.00	scoop	
172303	 31.30	 29.58		
172304	106.00	  0.00	serving 100 ml	
172304	 30.50	 29.58		
172305	106.00	  0.00	serving 100 ml	
172305	 30.50	 29.58		
172306	106.00	  0.00	serving 100 ml	
172306	 30.50	 29.58		
172307	  8.70	  0.00	scoop	
172308	  9.00	  0.00	scoop	
